,product,reviewid,thumbsup,thumbsdown,shortreview,longreview,pros,cons,link
439,Used 2018 Toyota Camry,Lamont,4,4,"""Super Uncomfortable""",OMG I have only driven this car for one full day and the seats are extremely uncomfortable!!!! I bought the 2020 SE model and really want to love this car but driving it all day today left my manhood really uncomfortable as there just isnt enough space for anyone that isnt petite. Also hit my head twice on the lowered ceiling...ouch!!! I had a 2015 Camry thst was perfect on the inside this one is seriously more cramped!!!! Seem as if it was built for a child not an adult.,"gas mileage, zest, ride handling, stereo",Very uncomfortable driver seats,https://www.kbb.com//toyota/camry/2018/consumer-reviews/
440,Used 2018 Toyota Camry,NA,NA,NA,NA,NA,"gas mileage, zest, ride handling, stereo",Very uncomfortable driver seats,https://www.kbb.com//toyota/camry/2018/consumer-reviews/
441,Used 2018 Toyota Camry,pocketrockets,6,0,"""Better than I expected""",My car has the 4 cyl engine and it has plenty of power. It is the SE model and I love this car. Extremely comfortable and lots of standard equipment. I am getting 42 mpg on the freeways and 28 mpg in the city. The standard radio has 6 speakers and sounds as good as my Mazda with the Bose sound system.I highly recommend this car.,comfortable and fun to drive,,https://www.kbb.com//toyota/camry/2018/consumer-reviews/
442,Used 2018 Toyota Camry,NA,NA,NA,NA,NA,comfortable and fun to drive,,https://www.kbb.com//toyota/camry/2018/consumer-reviews/
443,Used 2018 Toyota Camry,Ruby2022,9,6,"""Unreliable""","Save yourself the headache and money  I’ve only had this car for one month and it’s been at the shop multiple times. The remote start on the car doesn’t work most of the time and if you don’t click it 3 times fast enough or if the lights won’t blink when you click the remote key, the car won’t turn on (very complicated)You also have to be within a few feet to start,lock,unlock the car( why can’t they put a separate button for the remote start?)   They also have a remote connect app that you can use to turn the car on but that is buggy and it doesn’t work majority or the time either and I was told by a service rep from Toyota that it’s just a software issue and they can’t do anything about it. I believe for the price we are paying, the car should have a front sensor with a beeping sound and automatic stop so you won’t hit whatever is in front of you and a sensor that stops you when you are  backing up (the back only beeps but it doesn’t stop automatically). But the most important thing is the soy-based wires that Toyota uses- these attract rodents and they will chew up all your wires and other stuff In your engine which you will have to pay out of  pocket to replace because Toyota doesn’t cover that in their warranty. This is something that Toyota is aware of and they continue to use this type of wiring. So you get the car fixed and the rodents come back and  chew up the wires again and it’s a non-ending cycle that you are set up to fail because when they make the repairs they use the same wiring (yes, look it up, thousands of Toyota owners have been through this) The Camry also has poor acceleration and they will also try to include the remote connect as part of the vehicle but you have to purchase this separately in order for you to use this option- so don’t get fooled by the sales rep. If you want an honest opinion save your money, do your research( there is tons of information online about the issues with the soy based wiring) and go get yourself another car. I will never buy from them again because they can’t stand behind their word for reliability, value, safety and peace of mind....css-1h02fnl{-webkit-tap-highlight-color:rgba(127,159,218,.5);-webkit-align-items:center;-webkit-box-align:center;-ms-flex-align:center;align-items:center;color:#3666BD;display:-webkit-box;display:-webkit-flex;display:-ms-flexbox;display:flex;-webkit-box-pack:start;-webkit-justify-content:flex-start;-ms-flex-pack:start;justify-content:flex-start;position:relative;-webkit-transform:translateY(0);-ms-transform:translateY(0);transform:translateY(0);margin-top:8px;}.css-1h02fnl span{cursor:pointer;}.css-1h02fnl span:hover{-webkit-text-decoration:underline;text-decoration:underline;}Read less.css-1qs95sv{display:-webkit-box;display:-webkit-flex;display:-ms-flexbox;display:flex;margin:0;-webkit-transform:rotate3d(0,0,1,-180deg);-ms-transform:rotate3d(0,0,1,-180deg);transform:rotate3d(0,0,1,-180deg);-webkit-transition:-webkit-transform .5s;-webkit-transition:transform .5s;transition:transform .5s;}.css-1uff8uj-StyledIcon{color:#000000;height:19px;width:19px;fill:#3666BD;}",Good on gas,"Noisy engine, Buggy system, soy based wiring",https://www.kbb.com//toyota/camry/2018/consumer-reviews/
444,Used 2018 Toyota Camry,NA,NA,NA,NA,NA,Good on gas,"Noisy engine, Buggy system, soy based wiring",https://www.kbb.com//toyota/camry/2018/consumer-reviews/
445,Used 2018 Toyota Camry,Aurora,7,5,"""I wish I could return my 2020 Camry Hybrid!""","I have driven Toyota Camry's for over 25 years so when it was time for a new car, I wanted to stick with a dependable Camry. I'm so sorry I did. It's mostly due to the incredibly uncomfortable seating. I dread my 45 minute commute to work. The seats are too bucketed - they make you sit rounded forward and slumped, not straight. They are also difficult to get in and out of. The headrests angle extremely forward so you just cannot sit yourself up straight. The lumbar support is too low and is not actually high enough to reach my lumbar region. As others have mentioned, the doors do not stay open unless you push them out quite far and then you cannot reach them to close them when sitting. Who designed this car? How could it be so bad?  I purchased the XLE so I could have heated side mirrors when I need to drive in the snow which means I spent a lot of money on a car I hate. Normally I keep my cars for 12 - 14 years but not this one. I'm trying to figure out how to get rid of it now. PS: the smaller care battery in the trunk died after only 2 weeks. I may never buy a Toyota again - they have lost my good opinion.Read less",Steering and pick up are good.,Incredibly uncomfortable seats and headrests.,https://www.kbb.com//toyota/camry/2018/consumer-reviews/
446,Used 2018 Toyota Camry,NA,NA,NA,NA,NA,Steering and pick up are good.,Incredibly uncomfortable seats and headrests.,https://www.kbb.com//toyota/camry/2018/consumer-reviews/
447,Used 2018 Toyota Camry,Frank727,6,1,"""2019 SE Great value, performance & reliability""","I read all posts and agree that there are ""hacks"" reporting poorly on this vehicle, here at other sights.  My SE is shaping up to be the best car I've owned.  My previous '11 Camry LE ran & drove flawlessly when passing it on to my son; I also owned a wonderful '81 Corolla Liftback. The power from the 4 cyc. is very strong and the handling is superb.  The drivers set is very comfortable and the car cruises very well & quietly at 70-75mph.  I've owned 3 Accords, all fine, but this car excels appears to be a better-built vehicle. The SE is so much more attractive than the ""fastback"" style of the Accord and so many other sedans.  The handling, exceptional reliability and sporty looks are what swayed me to buy.   While the mileage is low my trips are frequent.  My highest marks and recommendations for this car to anyone considering it.Read less","Handling, acceleration, high MPG's & Sporty Looks",None!,https://www.kbb.com//toyota/camry/2018/consumer-reviews/
448,Used 2018 Toyota Camry,NA,NA,NA,NA,NA,"Handling, acceleration, high MPG's & Sporty Looks",None!,https://www.kbb.com//toyota/camry/2018/consumer-reviews/
449,Used 2018 Toyota Camry,Jim,4,1,"""Great car. Love the V6""","Love this XSE V6 is loaded with performance and safety features. I enjoy it so much I also bought the XLE four cylinder.  Cars now running on tiny turbo engines scare me for long term reliability, since they run so hot.  Great mileage, comfort and I get many compliments on the looks of both.  The two tone paint is amazing.","Good looking , safety, and performance (V6)",None after two years.,https://www.kbb.com//toyota/camry/2018/consumer-reviews/
450,Used 2018 Toyota Camry,NA,NA,NA,NA,NA,"Good looking , safety, and performance (V6)",None after two years.,https://www.kbb.com//toyota/camry/2018/consumer-reviews/
451,Used 2016 Mercedes-Benz CLA,PMAZE,5,4,"""Great little car...But!""","The But evolves around a Sticker of 45K and after 18 months a Trade in Value of 25k. Nearly every option. Very low mileage and already a 20k depreciation.  I love the car. Never let me down. Not that quick but certainly agile. NAV pretty much sucks but Apple play works well. Zero room in the back seat and limited trunk space but this is not a family car. Visibility just okay but lots of aids to assist with backing. Audio system is good not great and for the initial cost it falls short of most Japanese vehicles in the same price range. Fun car but not a keeper..css-1h02fnl{-webkit-tap-highlight-color:rgba(127,159,218,.5);-webkit-align-items:center;-webkit-box-align:center;-ms-flex-align:center;align-items:center;color:#3666BD;display:-webkit-box;display:-webkit-flex;display:-ms-flexbox;display:flex;-webkit-box-pack:start;-webkit-justify-content:flex-start;-ms-flex-pack:start;justify-content:flex-start;position:relative;-webkit-transform:translateY(0);-ms-transform:translateY(0);transform:translateY(0);margin-top:8px;}.css-1h02fnl span{cursor:pointer;}.css-1h02fnl span:hover{-webkit-text-decoration:underline;text-decoration:underline;}Read less.css-1qs95sv{display:-webkit-box;display:-webkit-flex;display:-ms-flexbox;display:flex;margin:0;-webkit-transform:rotate3d(0,0,1,-180deg);-ms-transform:rotate3d(0,0,1,-180deg);transform:rotate3d(0,0,1,-180deg);-webkit-transition:-webkit-transform .5s;-webkit-transition:transform .5s;transition:transform .5s;}.css-1uff8uj-StyledIcon{color:#000000;height:19px;width:19px;fill:#3666BD;}",Stability and ergonomics,"Tight seating , poor outward visibility, Nav",https://www.kbb.com//mercedes-benz/cla/2016/consumer-reviews/
452,Used 2016 Mercedes-Benz CLA,NA,NA,NA,NA,NA,Stability and ergonomics,"Tight seating , poor outward visibility, Nav",https://www.kbb.com//mercedes-benz/cla/2016/consumer-reviews/
453,Used 2016 Mercedes-Benz CLA,Frenchy,2,3,"""By far the nicest cat I've ever owned.""","Excellent cat for someone looking for style, comfort, performance and great handling in all weather conditions. My only complaints are that the door opening is too small and makes it a little difficult to get into and out of, the price and the Mercedes app that controls your remote start and numerous other options sucks.",Almost everything,"Price, door opening size and the Mercedes app",https://www.kbb.com//mercedes-benz/cla/2016/consumer-reviews/
454,Used 2016 Mercedes-Benz CLA,NA,NA,NA,NA,NA,Almost everything,"Price, door opening size and the Mercedes app",https://www.kbb.com//mercedes-benz/cla/2016/consumer-reviews/
455,Used 2016 Mercedes-Benz CLA,Arizona RN,2,3,"""Absolutely No Problems.""",This is my 3rd Mercedes and by far has been the least problematic.   I have never been to the shop either than my regular maintenance.    Gas mileage has been better than reported,"Reliable, super gas mileage",Some blind spots.,https://www.kbb.com//mercedes-benz/cla/2016/consumer-reviews/
